CAS#,CAS,Substance,PrimaryMoA,MolarMass(g/mol),Tm [oC],Pvap25 [Pa],Sol25 [mg/L],Kow [-],pKa1 [-],pKb1 [-],kdeg(water) [s-1],kdeg(sed) [s-1],kdeg(soil) [s-1],OrigenQuality-Acute EC50,SelectTaxa-Acute EC50,DataType-Acute EC50,RiskEndpoint-Acute EC50,#ToxData-Acute EC50,#Species-Acute EC50,#TaxClass-Acute EC50,10LogSSDMedianConcentration(ug/L)-MuAcute EC50,10LogSSDSlope(ug/L)-SigmaAcute EC50,Remark on acute SSD slope,QualityScore-Acute EC50,Remarks-Acute EC50,OrigenQuality-Chronic NOEC,SelectTaxa-Chronic NOEC,DataType-Chronic NOEC,RiskEndpoint-Chronic NOEC,#ToxData-Chronic NOEC,#Species-Chronic NOEC,#TaxClass-Chronic NOEC,10LogSSDMedianConcentration(ug/L)-MuChronic NOEC,10LogSSDSlope(ug/L)-SigmaChronic NOEC,Remark on chronic SSD slope,QualityScore-Chronic NOEC,Remarks-Chronic NOEC,Filter
95761,95-76-1,"3,4-Dichloroaniline",Polar Narcosis,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,198,35,13,3.6,0.602,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,49,13,5,1.9221,0.8911,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,95-76-1
1689992,1689-99-2,Bromoxynil octanoate,nitrile,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,65,18,6,2.55,0.798,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,18,11,7,1.5684,0.7815,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,1689-99-2
1763231,1763-23-1,perfluoroctaansulfonaat (PFOS),1763231,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,34,22,11,4.36,0.666,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,22,13,6,2.1626,1.2999,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,1763-23-1
1910425,1910-42-5,"1,1'-Dimethyl-4,4'-bipyridinium dichloride",Superoxide formation,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,57,39,8,3.51,1.17,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,16,11,5,1.1746,0.7492,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,1910-42-5
7440439,7440-43-9,Cadmium,Cadmium,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,130,77,12,2.91,1.13,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,128,16,7,1.6862,1.0176,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,7440-43-9
7440508,7440-50-8,Copper,copper,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,583,74,14,2.26,0.703,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,161,15,7,1.3422,0.4544,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,7440-50-8
7440666,7440-66-6,Zinc,Zinc,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,147,48,12,3.22,0.776,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,205,11,5,1.9167,0.6829,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,7440-66-6
28159980,28159-98-0,"N-Cyclopropyl-N'-(1,1-dimethylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine",algicides,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,51,33,8,1.92,1.49,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,27,17,7,0.2372,1.3321,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,28159-98-0
36643284,36643-28-4,tributyltin (kation),multi site inhibitor,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,13,13,10,1.15,2.4,"Slope too high to be realistic, replace by 0.7",1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,22,22,8,-1.5466,0.8073,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,36643-28-4
51235042,51235-04-2,"3-Cyclohexyl-6-(dimethylamino)-1-methyl-1,3,5-triazine-2,4-(1H,3H)-dione",triazinone,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,44,27,8,4.08,1.56,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,52,17,8,2.4842,1.233,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,51235-04-2
85535848,85535-84-8,C10-C13 Chlooralkanen,non polar narcosis,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,32,12,4,3.88,1.63,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,20,11,6,1.6905,0.7249,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,85535-84-8
67747095,67747-09-5,prochloraz,conazole,376.67,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,24,32,3,3.28,0.693,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,45,16,6,2.0026,0.4678,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,67747-09-5
87674688,87674-68-8,Dimethenamid,amide,275.8,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,11,24,4,3.52,0.629,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,24,13,7,1.5206,1.1223,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,87674-68-8
133855988,133855-98-8,epoxiconazool,conazole,329.76,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,9,32,4,3.29,0.693,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Strictly Measured GeoAvg Chronic NOEC,19,12,6,1.7336,1.0809,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,133855-98-8
67561,67-56-1,Methanol,non polar narcosis,32.042,-101,15862.7,803000,0.234422881531992,15.9,,4.74706320238841e-06,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,60,23,7,6.29,0.892,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,27,24,4,3.8755,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,67-56-1
75058,75-05-8,Acetonitrile,non polar narcosis,41.054,-83.79,26660,178000,0.707945784384138,,,8.3481132279255e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,32,14,7,5.66,0.715,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,16,3,5.5186,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,75-05-8
124403,124-40-3,dimethylamine,non polar narcosis,45.086,-106.24,195951,1e+06,0.676082975391982,,3.3,5.05834603533191e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,29,11,3,4.89,0.52,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,12,3,3.667,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,124-40-3
64175,64-17-5,Ethanol,non polar narcosis,46.069,-87.84,8117.97,626000,0.72443596007499,15.9,,4.33650638488454e-06,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,173,26,9,6.36,0.742,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,43,28,5,4.7547,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,64-17-5
107131,107-13-1,acrylonitrile,fumigant,53.065,-72.38,12996.75,69155,1.62181009735893,,,5.18922174129134e-07,3.50074333616134e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,37,22,10,4.2,0.317,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,17,15,4,2.8233,0.6281,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,107-13-1
107028,107-02-8,Acrolein,unclassified herbicides,56.064,-94.61,35191.2,250000,1.54881661891248,,,4.50704315282944e-06,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,89,29,8,1.97,0.592,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,40,5,1.3601,0.8105,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,107-02-8
67641,67-64-1,Acetone,non polar narcosis,58.08,-93.58,33191.7,129000,0.575439937337157,,,4.74706320238841e-06,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,84,49,11,6.6,0.859,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,17,28,4,4.6948,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,67-64-1
71432,71-43-2,Benzene,non polar narcosis,78.114,-77.92,11623.76,1093.3,97.7237220955811,,,2.24843339059927e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,147,44,12,4.88,0.836,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,20,3,4.0072,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,71-43-2
75092,75-09-2,Dichloromethane,non polar narcosis,84.933,-89.5,57585.6,17630,21.8776162394955,,,1.95347935650199e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,34,17,5,5.4,0.569,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,12,2,5.3272,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,75-09-2
108883,108-88-3,toluene,non polar narcosis,92.141,-59.17,3159.21,461.36,346.736850452532,,,9.31769664580302e-07,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,86,37,11,4.65,0.737,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,16,2,3.3503,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,108-88-3
62533,62-53-3,Aniline,Polar Narcosis,93.13,-6.16,105.4403,16744,12.0226443461741,,9,4.26730681491298e-07,1.13259343228749e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,185,55,12,4.82,0.988,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,26,24,3,2.8726,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,62-53-3
107062,107-06-2,"1,2-Dichloroethane",fumigant,98.96,-76.77,10050.82,9887.6,67.6082975391982,,,1.39071605938775e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,56,15,6,5.23,0.515,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,12,3,4.5762,0.6281,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,107-06-2
111308,111-30-8,glutaral,Polar Narcosis,100.12,-29.86,250.604,605000,0.660693448007596,,,4.38389989728765e-06,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,44,12,4,3.72,0.646,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,16,2,3.7143,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,111-30-8
100414,100-41-4,ethylbenzene,non polar narcosis,106.17,-46.94,1011.747,166.69,1071.51930523761,,,8.62638366885635e-07,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,75,15,4,4.24,0.714,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,20,4,3.2319,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,100-41-4
95487,95-48-7,o-cresol,Polar Narcosis,108.14,15.69,33.325,17303,114.815362149688,10,,6.7022028504899e-07,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,115,36,12,4.48,0.396,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,5,12,3,3.4024,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,95-48-7
106445,106-44-5,p-cresol,Polar Narcosis,108.14,15.69,16.5292,15703,114.815362149688,10,,7.14384400003242e-07,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,60,12,5,4.09,0.408,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,20,4,3.3802,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,106-44-5
108907,108-90-7,Chlorobenzene,non polar narcosis,112.56,-45.78,1235.691,199.53,436.515832240166,,,2.2e-09,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,71,22,6,4.17,0.738,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,15,24,3,3.5696,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,108-90-7
67663,67-66-3,Trichloromethane,fumigant,119.38,-78.9,25193.7,6620,33.1131121482591,,,2.91800898387515e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,61,21,4,4.84,0.578,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,20,24,4,4.5374,0.6281,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,67-66-3
91203,91-20-3,Naphthalene,non polar narcosis,128.17,5.01,5.38532,90.836,1479.10838816821,,,1.15000106607174e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,82,36,9,3.62,0.484,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,28,5,3.1729,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,91-20-3
106489,106-48-9,4-Chlorophenol,Polar Narcosis,128.56,28.59,5.34533,11374,144.543977074593,9.6,,2.2e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,52,22,4,3.98,0.531,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,20,3,2.6853,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,106-48-9
79016,79-01-6,trichloroethylene,non polar narcosis,131.39,-77.15,9664.25,696.87,295.120922666639,,,2.57653885049042e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,64,32,12,4.77,0.482,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,24,3,4.0338,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,79-01-6
79005,79-00-5,"1,1,2-Trichloroethane",non polar narcosis,133.41,-62.59,2745.98,4998.6,102.329299228075,,,2.19049859370128e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,37,24,8,4.95,0.342,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,16,2,4.2287,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,79-00-5
71556,71-55-6,"1,1,1-trichloroethane",non polar narcosis,133.41,-72.01,14929.6,2276.4,478.630092322639,,,4.7700845051964e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,44,18,4,4.99,0.607,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,28,3,4.0311,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,71-55-6
100027,100-02-7,4-Nitrophenol,Polar Narcosis,139.11,70.76,0.038657,38000,81.28305161641,7.2,,1.14671352297957e-08,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,62,29,8,4.1,0.556,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,4,16,3,3.3316,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,100-02-7
541731,541-73-1,"1,3-Dichlorobenzene",non polar narcosis,147,-14.33,179.955,118.71,1905.46071796325,,,2.31840642967558e-09,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,39,16,5,4.25,0.535,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,24,3,3.2194,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,541-73-1
106467,106-46-7,"1,4-Dichlorobenzene",non polar narcosis,147,-14.33,87.978,118.71,1905.46071796325,,,2.31840642967558e-09,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,71,25,6,3.74,0.828,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,19,36,3,2.9129,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,106-46-7
56235,56-23-5,Tetrachloromethane,fumigant,153.82,-58.38,13263.35,388.47,275.422870333817,,,3.88272591131667e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,42,15,6,4.47,0.846,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,18,3,4.4391,0.6281,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,56-23-5
554007,554-00-7,"2,4-Dichloroaniline",Polar Narcosis,162.02,46.15,1.9995,176.19,234.422881531992,,12,2.2e-09,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,25,19,7,3.69,0.616,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,16,3,2.1117,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,554-00-7
120832,120-83-2,"2,4-Dichlorophenol",Uncoupler of oxidative phosphorylation,163,46.79,8.75781,3602.5,630.957344480193,,,2.2e-09,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,81,31,6,3.85,0.639,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,15,18,4,2.1199,0.7266,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,120-83-2
76039,76-03-9,Trichloroacetic acid,Polar Narcosis,163.39,26.7,26.1268,158000,27.5422870333817,0.6,,5.78211269539012e-08,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,42,22,6,5.65,1.16,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,12,3,3.628,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,76-03-9
